Flight ID,Flight Date,Departure Time,Arrival Time,Origin Airport,Destination Airport,Airline,Aircraft Type,Flight Duration,Distance,Revenue,Fuel Cost,Crew Cost,Flight Delay (hours)
370,2024-06-13,22:00:19,23:54:26,East Destiny,South Davidburgh,Delta,Airbus A380,4.85,2075.69,25079.06,6793.88,2241.13,0.0
371,2022-07-16,08:10:58,10:45:57,Mauriceshire,Benjaminbury,United Airlines,Boeing 777,9.01,2381.5,4137.77,8892.28,2732.1,1.86
372,2023-01-01,20:10:41,13:34:25,Bobbyville,Laurenburgh,JetBlue,Airbus A380,5.53,1522.68,17802.77,4728.35,2220.87,0.0
373,2024-01-01,00:35:40,03:03:32,Lake Andrew,Lake George,Delta,Boeing 737,11.26,1521.37,10818.7,7649.14,3388.89,0.0
374,2022-06-15,13:41:49,13:28:51,North Andrewmouth,North Belinda,United Airlines,Boeing 777,6.3,2144.36,30785.18,623.8,3562.65,3.68
375,2022-12-11,20:20:42,17:36:40,Turnerport,Robinsonport,JetBlue,Boeing 777,9.7,1276.18,30574.98,4446.26,4424.1,2.61
376,2023-11-18,10:48:37,15:23:31,Gillmouth,Mclaughlinborough,American Airlines,Boeing 737,10.78,2557.48,6741.8,4455.22,3921.44,2.64
377,2022-12-18,09:29:42,20:46:05,Raymondborough,West Williamchester,JetBlue,Airbus A320,9.41,1098.83,41999.57,4114.51,3719.28,0.0
378,2020-03-16,23:51:34,01:34:22,West Shelby,Anthonyberg,Southwest,Airbus A380,9.24,2145.87,15820.97,2308.13,2498.13,0.0
379,2021-12-09,08:24:03,03:32:37,Lake Katherine,Nicholasborough,JetBlue,Airbus A380,5.81,397.63,33781.72,3501.32,3744.05,0.0
380,2023-04-09,01:58:02,14:08:21,Lake Karen,North Abigailburgh,American Airlines,Boeing 737,8.93,2804.14,26396.54,6948.63,2878.04,2.95
381,2024-04-08,21:34:08,14:10:05,Humphreyburgh,North Anna,JetBlue,Boeing 737,8.74,2415.26,40708.87,5160.83,3510.47,0.0
382,2025-03-30,11:35:06,02:00:51,Port Teresa,Cuevasview,JetBlue,Airbus A380,8.21,1444.07,27304.96,8452.12,3226.41,3.63
383,2023-08-10,01:46:23,00:49:28,Toddshire,North Terry,Delta,Boeing 777,9.86,1321.97,17473.9,7431.31,4669.32,1.85
384,2024-06-16,05:57:11,08:32:42,Brownmouth,South Joshua,United Airlines,Boeing 777,10.16,1491.16,5632.44,1953.97,3991.77,0.0
385,2020-08-23,14:28:59,03:54:16,Brooksberg,Tristanburgh,JetBlue,Boeing 737,2.53,2850.63,13867.78,4437.52,2806.07,1.61
386,2020-12-09,19:31:29,17:42:14,West Jesse,Teresaland,JetBlue,Airbus A320,6.22,2053.7,15052.63,807.09,2591.47,0.0
387,2020-08-25,06:39:37,08:15:44,East Thomas,Racheltown,United Airlines,Boeing 777,5.48,697.92,20922.4,9830.47,2537.44,0.0
388,2023-03-18,00:18:25,23:21:48,Garyfurt,East Reneechester,United Airlines,Airbus A380,11.26,775.26,13363.51,2151.9,1955.96,0.0
389,2021-01-15,11:22:47,06:41:16,Taylorhaven,New Jennifer,American Airlines,Boeing 777,4.03,424.01,14728.79,7312.69,4421.28,0.0
390,2022-10-28,11:44:57,16:18:50,East Michael,South Megan,American Airlines,Airbus A380,5.1,2484.33,36739.64,7154.71,3147.96,0.0
391,2022-09-08,15:47:26,18:57:02,Mileschester,Brittanystad,JetBlue,Airbus A380,11.45,2082.42,10264.93,2482.02,2161.74,0.62
392,2023-04-14,11:30:32,05:01:46,Schmidtland,Martinchester,American Airlines,Boeing 777,6.99,2411.82,32592.39,7531.2,3095.59,1.76
393,2021-12-07,08:36:29,09:36:31,South Kevin,Smithburgh,Delta,Airbus A380,6.56,2704.53,43449.25,2623.64,4334.54,2.89
394,2020-04-14,09:39:01,00:18:43,Benjaminberg,Masonberg,American Airlines,Airbus A320,11.61,2552.33,46388.97,9525.91,3081.68,0.0
395,2023-01-11,21:54:34,03:33:06,Aprilview,North Jennifer,JetBlue,Boeing 777,4.45,2243.32,30021.7,2925.06,1987.1,3.84
396,2023-12-11,21:57:09,06:46:18,East Joshuaville,West Jasonview,Delta,Airbus A380,11.68,2733.26,46840.67,9188.23,4606.98,2.24
397,2024-07-06,12:50:00,11:53:39,South Thomas,South Lisa,JetBlue,Airbus A320,7.22,2202.09,35696.66,5786.16,4514.24,0.0
398,2023-09-23,01:31:40,18:04:10,Mcgeemouth,Rodriguezton,American Airlines,Airbus A380,9.55,2184.43,21750.12,9701.92,1855.27,2.84
399,2024-08-11,23:21:21,11:25:55,Lucaston,Lake Julia,Southwest,Airbus A320,4.23,2851.56,48790.7,4102.74,4587.33,3.77
400,2022-09-21,19:08:05,16:24:51,Lake Janice,Greenfurt,Delta,Airbus A380,11.85,1088.27,42518.49,4318.57,2571.85,0.74
401,2022-03-21,04:47:52,12:44:02,South Brandyview,Port Kimberlyfort,American Airlines,Airbus A320,2.65,1491.46,26925.79,629.4,3093.31,0.91
402,2020-09-23,03:06:08,08:46:21,Banksbury,Brianhaven,Southwest,Airbus A380,10.79,2868.12,31910.95,2936.32,3902.34,0.0
403,2021-07-02,12:56:13,03:42:07,Sweeneyview,Luisside,United Airlines,Boeing 737,9.48,1193.96,18882.25,9392.54,2848.24,0.0
404,2024-08-02,07:41:31,02:11:29,North Colton,Andersenton,Delta,Boeing 737,1.95,1597.49,20782.09,8201.4,4286.92,2.16
405,2022-09-25,08:07:50,14:16:21,South Danielshire,West Shawnmouth,JetBlue,Airbus A380,10.84,2317.17,46138.4,2919.32,2038.09,3.36
406,2024-03-14,16:27:58,17:11:01,Kevinberg,South Timothyton,Southwest,Boeing 777,6.02,2004.91,17091.99,2178.78,2696.01,0.51
407,2022-07-12,06:25:49,07:00:58,Malikburgh,Lake Aaron,American Airlines,Airbus A320,7.42,1422.68,36543.32,3816.9,4040.28,0.0
408,2024-01-13,22:51:07,22:03:10,Stevensmouth,East Michelle,American Airlines,Airbus A320,8.82,1007.33,24850.18,8299.53,4197.54,0.0
409,2025-01-30,03:46:37,03:59:02,West Haydenmouth,Ortiztown,Southwest,Boeing 737,4.48,745.5,10239.69,3352.56,2926.72,3.74
410,2023-11-16,13:57:34,02:08:57,Lake Anthonytown,Kellyville,Southwest,Airbus A320,8.76,608.0,43897.83,4495.63,4593.64,0.0
411,2020-06-26,18:51:59,10:13:40,New Erica,North Todd,United Airlines,Boeing 737,11.83,534.18,35341.01,3643.97,1068.84,0.0
412,2023-02-24,07:35:26,16:38:53,Andrewchester,North Dana,United Airlines,Boeing 777,9.01,1437.92,5044.24,9425.09,1201.47,2.81
413,2020-03-08,19:39:49,18:24:19,Donnaport,East Russellmouth,Delta,Airbus A320,1.65,1983.33,35427.23,6355.19,2281.14,0.0
414,2023-10-21,18:06:32,12:34:47,South Lisaland,Travisshire,Delta,Boeing 737,6.57,887.55,42769.91,2131.43,1205.85,0.0
415,2024-10-10,08:55:28,03:40:37,Hickshaven,East Georgestad,JetBlue,Boeing 777,7.03,403.13,46431.56,8258.12,2323.78,3.13
416,2023-11-23,03:27:45,18:59:47,Bakertown,Edwinside,Southwest,Boeing 737,9.88,2680.38,32619.08,8735.03,4046.88,2.56
417,2023-08-27,16:01:30,15:27:34,East Travis,South Justinfort,JetBlue,Airbus A380,10.37,533.14,23759.93,8861.05,1539.46,0.8
418,2023-02-01,04:01:19,12:52:49,Gutierrezbury,Lake Anthony,JetBlue,Airbus A380,3.69,1828.24,49775.63,9442.19,3271.09,0.0
419,2021-01-21,16:42:12,20:17:35,Wrightland,New Stephanie,Southwest,Airbus A320,6.82,2049.05,11357.25,9835.26,1239.38,3.77
420,2024-04-09,00:45:17,23:04:18,New Bruce,West Katherinechester,Delta,Boeing 737,8.9,661.37,20223.26,6683.93,4939.1,3.33
421,2024-09-26,05:17:32,01:40:59,Davidburgh,South Janet,Delta,Boeing 737,10.67,2933.64,44267.98,7155.83,1434.01,1.25
422,2023-11-11,15:47:39,18:37:32,Lake Christopher,Nicolehaven,American Airlines,Boeing 777,6.7,1348.48,27672.75,6982.43,2567.51,0.0
423,2024-09-26,18:16:49,01:42:23,West Patrick,West Racheltown,Delta,Airbus A320,2.09,2885.71,25337.4,7260.68,1739.44,0.0
424,2023-03-26,06:55:38,08:53:53,Port Valerie,South Tarafort,JetBlue,Airbus A380,5.04,885.82,4533.83,6591.73,2813.71,3.29
425,2025-01-21,17:35:25,01:23:44,West Brett,Blackwellton,Southwest,Airbus A380,1.99,1097.06,31726.91,2989.94,4677.49,3.31
426,2020-10-12,07:16:29,00:27:57,Wilsonborough,Juanmouth,United Airlines,Airbus A320,4.55,808.32,24793.5,4758.29,3368.68,0.78
427,2021-07-01,23:12:58,19:30:56,South Eric,Adrienneport,Delta,Airbus A380,9.65,620.42,3229.44,4439.85,1467.04,1.94
428,2020-05-20,03:20:37,18:36:15,Lopezborough,Bryanbury,JetBlue,Airbus A380,6.38,722.61,30122.31,3535.38,2042.17,3.58
429,2023-05-09,20:10:52,07:27:52,Tamifurt,Montoyahaven,Southwest,Airbus A320,9.92,730.85,32467.61,5869.24,3874.45,0.0
430,2023-04-06,12:52:14,05:05:41,Port Kimberly,Lake Jacob,United Airlines,Airbus A380,3.21,1116.14,16978.57,3142.29,2900.07,0.0
431,2023-07-24,06:26:27,16:13:09,Port Carol,West Glennport,Southwest,Airbus A320,6.45,1045.13,41971.4,852.28,1948.78,0.0
432,2022-01-04,13:02:07,12:48:29,Lake Meagan,Brownland,Delta,Airbus A320,9.9,1579.43,29121.14,3539.02,3325.17,3.14
433,2023-01-05,10:49:14,19:59:17,Port David,Port Dianestad,Delta,Airbus A380,11.86,2415.17,30623.09,4052.12,4395.47,0.0
434,2020-10-24,08:18:03,12:56:57,Smithfurt,Lake Rebeccashire,Delta,Airbus A380,3.71,1748.53,39662.84,4792.19,2521.47,3.99
435,2025-04-07,00:54:35,03:55:04,Robertostad,Jonesmouth,JetBlue,Airbus A320,11.5,2577.31,38872.31,9018.21,3547.61,0.0
436,2022-04-02,07:49:41,01:12:01,Santanaburgh,East Judith,Southwest,Boeing 737,9.33,1552.78,48476.97,8330.39,2268.34,0.0
437,2025-02-28,11:01:50,01:29:22,Jonathanburgh,South Annaborough,Southwest,Boeing 737,3.4,595.59,4018.37,4984.48,2909.73,1.65
438,2022-03-29,01:52:00,08:18:43,Lake Michaelfurt,North Samanthaland,United Airlines,Boeing 737,8.03,2088.23,10307.65,9663.98,4992.63,0.0
439,2021-03-25,20:58:40,07:58:19,New Jeremy,Reginaldport,Southwest,Airbus A320,7.21,357.91,45806.15,9389.62,1581.27,3.76
440,2020-06-26,15:59:55,05:31:36,West Ritabury,Stevenburgh,United Airlines,Airbus A380,1.55,2985.79,39069.66,4786.22,1710.72,0.0
441,2023-03-10,23:33:02,02:11:17,Wilsonberg,South Stephanie,JetBlue,Airbus A380,6.68,1928.74,27531.94,7994.36,3585.79,1.36
442,2020-09-03,06:19:04,04:40:33,Lake Mark,Sandrahaven,American Airlines,Airbus A380,8.15,1651.52,27495.38,6323.38,2597.65,0.83
443,2023-01-29,01:51:40,23:08:05,New Karlatown,Williamsborough,JetBlue,Boeing 737,1.98,2156.2,8330.57,527.55,3524.91,0.0
444,2023-02-25,21:10:52,19:12:21,Norrisfurt,Edwardsland,Delta,Airbus A320,10.74,1303.56,24576.31,9585.56,2412.36,2.05
445,2022-10-24,08:14:26,14:21:46,Campbellmouth,New Tonya,Delta,Airbus A320,10.31,1275.73,48868.65,3147.39,1580.67,0.58
446,2023-07-05,12:34:46,07:19:26,New Philiphaven,Kennethport,Delta,Boeing 737,7.8,2534.67,46565.3,2324.49,3660.83,0.0
447,2022-04-08,23:00:20,22:45:32,North Gary,West Andrew,JetBlue,Airbus A380,6.08,2250.91,18071.04,4798.2,4310.95,0.0
448,2021-09-03,12:04:03,03:33:44,Port Daniellemouth,Brianborough,United Airlines,Boeing 777,3.26,2249.65,12549.33,6451.56,4373.33,1.15
449,2023-11-12,12:24:23,17:08:06,Port Markton,Hillhaven,Southwest,Airbus A380,2.55,1889.58,13299.21,7566.06,3073.88,0.0
450,2021-12-21,19:10:00,18:40:20,East Edwinfort,Sanchezmouth,Southwest,Boeing 777,5.27,2372.65,34454.17,1768.46,4023.32,0.0
451,2020-11-24,12:53:03,15:34:17,Lake Samuel,Richardside,United Airlines,Airbus A380,2.18,2789.94,7247.67,3067.72,2519.14,1.3
452,2021-06-07,23:52:43,04:51:55,North Ronald,Bryanburgh,JetBlue,Airbus A380,2.95,1767.5,26474.88,911.57,3709.17,0.0
453,2021-03-24,17:18:31,00:50:27,Susanview,Michelleshire,Southwest,Airbus A380,8.72,2115.59,49150.59,835.61,2918.53,0.0
454,2023-04-22,03:30:16,16:54:56,East Jessica,New Shelbyport,JetBlue,Airbus A380,4.01,870.78,22908.74,6259.53,3487.82,1.48
455,2020-09-29,02:07:30,22:45:18,Sullivanview,Larsonville,United Airlines,Airbus A380,1.55,2020.15,41303.83,2152.88,4998.44,0.0
456,2023-05-07,04:11:02,00:49:00,East Diana,West Curtis,American Airlines,Airbus A320,11.93,1906.64,12072.01,957.84,2108.3,0.0
457,2020-06-22,04:16:34,11:31:23,Port Christopher,Cummingsstad,American Airlines,Boeing 737,5.89,1945.44,24593.77,8579.48,4340.35,0.0
458,2024-02-23,15:54:12,17:01:22,West Carolynberg,New Jeremy,American Airlines,Airbus A320,10.34,438.58,15933.39,3633.39,3672.7,0.0
459,2025-02-20,21:05:28,15:27:36,North Marvinside,Tinatown,Delta,Airbus A320,4.93,2191.7,44488.05,8607.79,3410.91,0.0
460,2022-02-19,21:24:03,01:24:37,Calebchester,Jasonfurt,Delta,Airbus A380,5.8,2945.11,46729.97,1997.59,2942.86,0.0
461,2022-09-18,07:03:47,04:52:23,Catherineton,Lake Tonyaport,Southwest,Boeing 777,4.53,1856.96,28700.57,5696.98,2519.12,3.74
462,2023-03-09,03:45:54,03:08:42,Frankshire,Gordonland,United Airlines,Boeing 777,11.97,2468.61,23301.85,3652.63,4620.71,0.0
463,2024-04-23,19:19:33,02:48:05,Danabury,Port Alexisfurt,Delta,Airbus A320,3.75,1331.83,13919.11,1342.22,1792.53,2.36
464,2023-08-01,16:20:40,15:52:38,Port Danielport,Blackmouth,United Airlines,Airbus A380,4.32,1372.33,48562.46,5049.44,2792.18,0.0
465,2024-03-21,12:38:56,00:27:39,Jesseshire,North Robertberg,Delta,Airbus A380,8.33,1551.77,35165.23,5551.61,2010.69,0.0
466,2023-11-29,00:47:21,02:39:39,Lake Ricky,Justinmouth,JetBlue,Airbus A380,5.84,2624.07,22842.45,6362.07,1167.85,0.0
467,2022-04-25,08:46:42,14:59:25,West Stephanie,Jonestown,American Airlines,Boeing 777,3.25,963.57,17683.11,8808.26,1211.08,0.0
468,2022-08-19,20:49:39,01:27:54,Torreschester,Lake Stevenmouth,Southwest,Boeing 737,7.15,1572.88,49259.5,7934.76,2186.42,0.0
469,2022-05-16,05:52:57,02:02:51,Walshbury,Hardinview,JetBlue,Airbus A380,1.74,1262.87,32584.04,7449.26,4405.54,0.0
470,2023-03-05,22:23:44,09:17:53,Smithburgh,Port Angelburgh,United Airlines,Boeing 737,10.28,2068.55,41219.56,4049.69,1047.55,3.16
471,2022-06-09,08:58:16,12:09:13,North Robert,Port Natalieville,Southwest,Airbus A380,8.22,1091.02,8864.66,8674.33,4151.02,0.0
472,2024-04-23,00:01:27,04:33:53,Huffmanmouth,Port Soniahaven,American Airlines,Airbus A320,2.0,2239.2,4017.34,5799.47,4476.06,0.5
473,2023-04-30,09:26:53,01:52:37,Watersshire,New Maria,JetBlue,Airbus A380,9.6,352.31,3774.39,5539.12,2068.18,0.0
474,2020-05-15,05:17:20,00:05:57,New Monica,Crosbyport,United Airlines,Boeing 777,6.3,2882.42,24728.71,6591.47,1454.41,0.0
475,2024-04-03,04:25:02,02:16:24,Lopezhaven,North Nathan,United Airlines,Boeing 777,10.52,1755.53,5237.4,7204.06,1173.95,1.83
476,2023-12-28,05:28:11,14:26:00,Tinaport,Lawrencestad,JetBlue,Airbus A320,4.63,1594.13,39127.27,9256.57,3623.55,3.04
477,2021-04-30,09:04:52,09:29:31,New Abigail,Pearsonshire,American Airlines,Airbus A320,7.15,1152.5,12914.98,1456.67,2482.39,0.51
478,2024-05-29,12:31:45,01:39:50,South Danafort,Smithfurt,JetBlue,Airbus A320,6.36,334.92,35055.55,1095.92,3536.16,1.22
479,2024-08-25,06:50:27,04:45:10,Valdezmouth,South Alexandrafurt,United Airlines,Airbus A380,6.95,649.98,9821.75,9376.05,4720.05,0.0
480,2022-06-29,17:44:39,19:29:59,Longland,Angelahaven,JetBlue,Boeing 777,4.52,511.66,17418.89,1589.36,4349.06,3.33
481,2024-11-24,02:35:18,15:41:17,North Anne,West Ronaldfurt,United Airlines,Boeing 777,8.1,2321.36,47588.45,9920.5,3118.13,0.0
482,2023-04-13,14:03:14,01:27:31,Lake Laurenshire,West Kimberlymouth,American Airlines,Boeing 777,9.22,1886.57,28189.64,5776.79,4066.5,0.0
483,2020-04-20,19:46:55,21:38:50,North Robinborough,South Matthew,Delta,Boeing 777,10.46,2160.44,3948.35,6195.93,4546.85,0.0
484,2022-04-18,22:24:19,15:27:13,Lake Kevin,Andersonburgh,JetBlue,Boeing 737,2.08,1491.16,9962.56,5458.89,4222.04,0.0
485,2024-09-25,02:49:10,02:26:55,Lake Matthew,Bennettfurt,American Airlines,Boeing 737,4.08,2616.02,20662.43,3225.74,4041.25,0.0
486,2022-04-25,03:24:42,21:14:21,New Christina,Schroederview,American Airlines,Airbus A380,5.32,2790.48,23326.56,9585.43,2388.63,0.88
487,2021-09-07,08:10:56,05:08:04,Mendezberg,Jaymouth,United Airlines,Boeing 777,9.85,953.36,22310.14,2223.75,1085.03,0.55
488,2021-01-20,06:13:09,10:37:03,North Mollyberg,New James,American Airlines,Boeing 777,3.84,327.51,14163.05,613.24,4760.86,1.33
489,2025-04-03,03:10:12,20:45:52,Pachecotown,Port Mariahaven,United Airlines,Boeing 737,9.28,1244.07,7251.59,8405.61,4653.98,0.0
490,2020-01-13,04:27:38,07:25:29,West Elizabethberg,Robinfort,American Airlines,Airbus A320,7.47,1122.14,30664.62,8596.16,4206.5,0.0
491,2023-07-10,20:29:51,17:07:56,Lake Jennifer,Kristinatown,Southwest,Boeing 777,10.18,1722.83,20841.29,6296.86,4825.43,3.36
492,2024-04-11,04:56:10,08:25:36,Lake Gary,East Davidport,JetBlue,Airbus A380,2.44,2500.01,22582.12,7396.81,2483.41,0.0
493,2022-11-24,23:44:12,13:01:33,South Lisaberg,East Emilyburgh,JetBlue,Boeing 777,9.62,1643.37,38064.56,5617.89,3521.53,0.0
494,2024-01-01,12:03:48,10:07:10,North Tony,Leeville,JetBlue,Airbus A320,10.1,2225.81,39801.32,3280.9,3312.03,0.0
495,2021-04-18,15:03:20,17:19:36,Sherimouth,East Robertside,United Airlines,Boeing 777,10.8,438.22,26610.82,4223.53,1645.21,0.57
496,2025-01-11,11:40:01,00:37:10,Robinsonville,Jacobchester,American Airlines,Airbus A380,6.2,513.56,27748.5,4254.21,1413.6,0.0
497,2024-07-27,02:04:57,19:25:40,North Karenbury,New Blakeville,American Airlines,Boeing 737,4.39,1357.82,14049.06,743.78,4459.87,1.28
498,2020-05-28,13:41:35,00:20:08,Lake Philipbury,Andrewchester,American Airlines,Airbus A380,5.14,580.12,13653.63,882.79,3555.53,0.0
499,2021-03-05,05:28:46,03:13:31,Port Laura,Sarahtown,Southwest,Airbus A320,8.5,616.42,29034.03,4320.13,2084.83,0.0
500,2020-07-29,00:17:02,05:22:28,Sarahshire,North Michael,JetBlue,Airbus A320,11.84,1044.79,3378.21,1600.55,4839.17,0.0
501,2022-05-15,14:31:49,05:38:46,New Robert,South Stephanie,JetBlue,Airbus A320,8.43,1178.32,35697.13,6999.4,1340.18,3.43
502,2021-08-19,16:08:09,22:29:28,Garciaborough,North David,United Airlines,Boeing 737,3.88,1745.92,26315.24,4242.52,4225.97,1.43
503,2022-11-14,02:25:01,07:51:58,Bernardmouth,Wrightmouth,JetBlue,Airbus A320,6.43,1852.61,24301.6,4001.54,2335.55,0.0
504,2021-10-10,04:39:21,03:35:13,Josephtown,Justinburgh,Southwest,Boeing 737,9.83,2733.65,17971.85,3363.08,2432.74,1.77
505,2023-05-19,13:33:06,17:42:53,North Jennifer,Lake Danielle,United Airlines,Boeing 777,6.75,2076.02,4876.78,1196.93,2751.12,0.0
506,2023-04-04,06:55:09,02:18:02,Lake James,North Wesleyburgh,Delta,Airbus A320,9.01,1850.33,5922.75,4296.37,4052.81,1.06
507,2020-06-30,09:42:17,21:52:50,North Ryanport,North Mikehaven,United Airlines,Boeing 737,3.56,1017.87,4507.51,7217.24,4790.47,2.87
508,2020-08-22,07:32:17,19:01:09,Lake Emily,Lake Melissaside,Southwest,Boeing 737,2.3,2010.41,10501.75,3282.58,1923.91,1.09
509,2020-10-16,23:36:57,23:07:48,Williamsview,Greenview,Delta,Boeing 737,11.75,591.05,21125.4,4067.68,4248.17,0.0
510,2023-03-18,23:04:56,02:49:45,New Kristinfurt,Brianfurt,Delta,Boeing 777,2.69,2431.71,45901.23,5880.67,4688.43,0.0
511,2022-05-23,01:58:29,20:39:26,Kevinhaven,Jonesmouth,United Airlines,Airbus A380,3.28,2389.6,31902.61,3527.09,4977.53,0.64
512,2024-01-26,05:17:14,09:53:53,Meaganstad,South Bonnieton,American Airlines,Boeing 777,5.43,2261.73,23835.28,7207.03,4484.6,1.44
513,2022-12-27,08:03:30,16:06:13,New Christopherchester,Mariabury,Delta,Boeing 777,10.31,1818.6,26421.58,4530.09,1931.81,3.29
514,2023-01-11,09:41:57,02:28:06,Marthaborough,South Heather,Southwest,Airbus A380,8.2,456.13,41081.5,6394.8,3800.22,2.11
515,2021-12-12,06:46:50,16:40:44,Jonesbury,Derrickhaven,Delta,Boeing 777,5.45,819.35,25854.07,8524.25,1747.84,0.0
516,2020-02-25,11:49:50,18:01:54,Maxwellstad,East Benjaminshire,United Airlines,Boeing 777,11.88,2522.17,22943.47,5990.64,4302.64,3.64
517,2022-01-05,02:45:58,17:41:29,Frederickberg,Lake Laura,United Airlines,Boeing 777,10.28,418.26,15216.64,3743.56,4515.83,0.0
518,2024-07-23,19:03:25,03:53:45,Port Kelseyport,New Chelsea,Delta,Airbus A320,11.48,2596.19,4014.43,2541.04,4347.48,2.61
519,2021-07-04,17:11:58,07:05:45,Medinamouth,New Joel,American Airlines,Boeing 737,5.97,880.19,16037.46,7159.18,1232.54,0.0
520,2022-11-24,03:20:05,11:26:29,Thomasfort,North Juan,JetBlue,Airbus A320,11.38,481.67,39112.27,7050.9,4850.43,0.0
521,2021-04-20,08:09:57,23:11:44,Blairport,Jenniferport,Delta,Airbus A320,9.41,905.77,45531.25,3590.84,1587.43,2.11
522,2023-08-10,00:46:20,11:57:38,Lake Rachel,New Rosefurt,JetBlue,Boeing 737,6.75,2479.8,28191.81,3252.85,3671.28,2.11
523,2021-12-06,15:37:14,15:39:56,Andrewborough,Johntown,Delta,Airbus A380,6.38,970.81,22420.13,7543.1,3733.02,2.16
524,2022-08-23,17:14:54,02:20:45,North Melissachester,Mitchellborough,United Airlines,Airbus A320,5.25,1164.87,4787.74,6358.61,4270.03,0.0
525,2023-04-05,09:35:38,04:24:08,Grossport,Glassborough,Southwest,Airbus A380,10.03,1847.78,39793.83,9215.53,3782.68,0.0
526,2025-01-19,22:46:09,01:30:21,Mooreshire,East Marissa,JetBlue,Boeing 777,5.13,392.07,49966.38,4464.46,1339.94,2.2
527,2021-01-28,07:56:20,12:15:44,Port Christopher,New Jessicahaven,United Airlines,Boeing 737,6.59,1652.89,35801.71,3317.39,1992.64,1.43
528,2024-01-06,14:52:05,16:41:19,Burnsfurt,New Heatherchester,JetBlue,Airbus A320,2.52,2247.85,33078.98,4148.73,3390.91,0.0
529,2022-06-24,03:40:57,05:12:10,North Davidland,East Gabrielle,Delta,Airbus A380,11.99,2017.12,16460.43,2437.38,4096.35,2.16
530,2022-01-24,20:59:47,07:31:55,Lake Tammymouth,Valerieburgh,Southwest,Airbus A320,2.28,2952.14,31969.26,9010.79,4703.31,0.0
531,2020-11-15,13:08:31,19:17:18,Lake Pamelabury,West Joeberg,American Airlines,Airbus A320,7.94,1574.09,5090.96,6916.63,2442.41,0.0
532,2023-05-02,02:04:28,08:36:00,Thomashaven,West Joanna,JetBlue,Airbus A380,10.08,1130.01,25604.87,2153.81,2132.59,0.0
533,2024-12-21,00:23:01,00:55:13,Marieview,Melissahaven,United Airlines,Airbus A320,9.52,2877.93,15589.87,8859.24,3174.37,1.45
534,2020-10-10,00:33:44,05:52:14,Lake Alexmouth,Martinland,American Airlines,Boeing 737,4.87,2488.27,14076.31,4681.66,1091.47,0.0
535,2022-05-25,21:25:10,06:36:50,Martinville,Lake Katherineburgh,Delta,Boeing 777,7.49,1256.72,46301.42,8913.33,3357.69,0.0
536,2025-03-05,13:50:26,09:05:51,Port Lisa,North Brian,Delta,Airbus A320,3.34,1229.38,41976.55,8947.22,4322.82,2.04
537,2020-06-15,04:50:44,07:08:25,Wendyport,East Savannahchester,Delta,Airbus A320,11.58,2583.73,22084.8,6401.95,2228.27,1.7
538,2024-01-26,16:00:54,23:05:47,Montgomeryfort,Josephfort,JetBlue,Boeing 777,7.1,2977.63,18688.03,1134.74,3270.12,0.0
539,2021-03-20,10:37:22,08:26:15,New Jessica,Raymondhaven,United Airlines,Airbus A320,6.73,1186.88,17522.91,1973.28,2191.08,1.22
540,2020-11-07,03:17:34,08:12:32,North Luistown,Janetville,American Airlines,Airbus A320,6.19,1940.9,15938.36,9836.6,1979.29,3.2
541,2024-09-25,11:37:48,08:55:42,South Donaldhaven,North James,American Airlines,Boeing 777,6.45,1602.38,42995.05,7312.66,1589.17,0.0
542,2021-05-17,17:18:46,13:02:30,New Diane,Johnstonberg,United Airlines,Boeing 777,10.49,2543.48,49588.3,4304.14,2288.3,2.23
543,2022-09-22,11:44:11,22:47:40,Leeview,Moorehaven,Delta,Airbus A320,5.61,1010.41,6116.02,7389.93,2417.97,0.0
544,2022-05-25,05:57:51,07:57:39,North Janicefort,New Derek,American Airlines,Boeing 737,3.58,422.53,31501.67,7638.63,2170.8,3.72
545,2021-09-01,23:09:55,14:06:05,West Michelleville,Fostermouth,American Airlines,Boeing 737,11.29,452.57,28968.24,694.73,3556.27,1.9
546,2020-03-31,06:28:26,03:20:55,Joneschester,Millerview,Southwest,Boeing 737,6.37,741.88,43419.41,6417.67,4874.21,3.29
547,2023-02-14,22:30:49,04:51:09,New Samantha,New Thomas,Delta,Boeing 777,9.8,1083.23,8916.5,8427.45,1139.64,2.28
548,2023-08-11,15:48:25,09:26:06,East Thomas,Hendersonshire,United Airlines,Boeing 777,5.74,1649.85,37463.08,2297.35,1492.79,1.93
549,2020-07-10,18:35:39,09:00:13,Lake Tinashire,Gravesmouth,JetBlue,Airbus A320,3.84,2433.12,34138.31,2156.38,1395.83,1.94
550,2021-09-21,00:23:28,16:55:18,East Andrew,Masseyshire,JetBlue,Airbus A320,6.14,2083.73,24691.01,9424.7,3671.54,0.0
551,2020-07-06,16:38:44,17:53:41,Baileyview,West Karenburgh,American Airlines,Boeing 777,2.92,1189.38,32493.53,9926.83,1726.82,0.0
552,2020-06-12,18:21:16,23:05:04,Lake James,New Jo,JetBlue,Airbus A380,7.77,2712.31,12762.98,8099.11,3097.18,0.0
553,2023-03-21,23:05:34,10:06:47,Amyton,South Javierville,JetBlue,Airbus A380,10.25,1916.14,9398.83,7238.93,4958.27,2.04
554,2023-06-14,15:06:04,22:38:51,Stewartborough,Johnsonton,JetBlue,Boeing 777,9.18,837.21,15980.31,1773.84,2123.89,2.0
